,lat,lon
0,42.354807466781104,-71.05776228982181
1,42.35474045121277,-71.05629273343195
2,42.353953132843245,-71.05657168060081
3,42.3532691933636,-71.05893901505614
4,42.3543311118979,-71.05911777844042
5,42.354332320527675,-71.05935865735555
6,42.35490898673629,-71.05959035949469
7,42.35475871567813,-71.05939156767197
8,42.354363057460155,-71.0588667200381
9,42.353554414185965,-71.0571547743776
10,42.352653109922244,-71.05801882228843
11,42.35275510064413,-71.05800483718917
12,42.35290094520967,-71.05798094592214
13,42.353806262242415,-71.06188603068355
14,42.35363169799826,-71.06182282384209
15,42.35308984078867,-71.06040190089719
16,42.35337290130249,-71.06036182492745
17,42.35294486186909,-71.06012820440496
18,42.35271970883487,-71.0596076593042
19,42.35253399909176,-71.058798473889
20,42.352508958734774,-71.05839796486019
21,42.35232883260159,-71.0585791588356
22,42.35224038859403,-71.05878623910827
23,42.352066943043795,-71.05900361894376
24,42.35196768456128,-71.05912701424587
25,42.35157587047961,-71.05952549690366
26,42.35308380199199,-71.0594099713332
27,42.35337453850789,-71.06396913166819
28,42.353284759971864,-71.06280542880265
29,42.35221119549289,-71.06290912296004
30,42.35179345354583,-71.06461797766217
31,42.35204415860047,-71.06455519435238
32,42.352155296314365,-71.06452532348624
33,42.35089990806004,-71.06402663041385
34,42.35085672179228,-71.06367884725773
35,42.35083820976419,-71.06349565378238
36,42.3499246221256,-71.06356581768362
37,42.35046918276705,-71.06328461300957
38,42.350071741214734,-71.06181392675947
39,42.35020278123304,-71.0616156996024
40,42.35059871075869,-71.06335628537484
41,42.350260536790316,-71.06339398470837
42,42.350166509640644,-71.06376291534076
43,42.349365556050856,-71.06245262682187
44,42.350407788118616,-71.06309070961434
45,42.35074046533259,-71.06255611795234
46,42.34973625170737,-71.06199513576014
47,42.35160455288108,-71.06418622429422
48,42.35134276252885,-71.06439961344154
49,42.34928646706725,-71.06432858928255
50,42.34928759457758,-71.06406951639491
51,42.348547542013456,-71.06455477286349
52,42.34863384314763,-71.06501837705098
53,42.34893100771298,-71.06536233845762
54,42.3490889470905,-71.06526308819981
55,42.34831905302906,-71.06390000735772
56,42.348409387116476,-71.06378836146862
57,42.3487019444333,-71.06418585207577
58,42.34880561176432,-71.06415866246216
59,42.34827253547019,-71.0643799239328
60,42.34838690475315,-71.06441598038471
61,42.348416646444406,-71.06459868437256
62,42.34845572057347,-71.06484379164395
63,42.348711973773476,-71.06527087181672
64,42.34775349005253,-71.06548996821027
65,42.347847380700095,-71.06558862884509
66,42.34801422983476,-71.06550206936934
67,42.348346365515866,-71.06543151138419
68,42.34848121845703,-71.06532384125649
69,42.353160661493355,-71.05398591157291
70,42.353188452775456,-71.05442372015192
71,42.35403566464856,-71.0544554148693
72,42.35351551649333,-71.05547735811422
73,42.35308179363636,-71.05526614957108
74,42.35321817502208,-71.05468565819861
75,42.353546493151775,-71.05470487736477
76,42.353433595791174,-71.05490932435796
77,42.353309583512896,-71.05514390808688
78,42.35323591342856,-71.05528051273633
79,42.35339101762858,-71.05433754713442
80,42.353579361164115,-71.05409270677056
81,42.35370718640017,-71.05405091690061
82,42.35300507235629,-71.0547886686977
83,42.35303576973159,-71.05435104277569
84,42.35197910141647,-71.0534988113577
85,42.354196975244434,-71.05535581096312
86,42.354298796446415,-71.0544210100358
87,42.35366129872583,-71.05520419268966
88,42.35379354938674,-71.05496185317398
89,42.353373668799264,-71.05569087119687
90,42.35290234273027,-71.05688762935047
91,42.353110273279135,-71.05688927906645
92,42.35270062060543,-71.05735163908307
93,42.35181555124793,-71.0557532486891
94,42.3516209724045,-71.055857997291
95,42.351864410165696,-71.0543265527389
96,42.35225773831828,-71.05578787594044
97,42.35262133918283,-71.05474845870408
98,42.3509988358022,-71.05609149163088
99,42.35010761064014,-71.05653793433261
100,42.349828236221406,-71.0567648557863
101,42.351698381049225,-71.05606636224788
102,42.35139698831155,-71.05621886734923
103,42.35199933511901,-71.05687957694019
104,42.35188569391625,-71.05640647824627
105,42.35169923365041,-71.05919956284073
106,42.352245238646546,-71.05851652818716
107,42.351934438621846,-71.05727626918079
108,42.35067496781645,-71.05659143504755
109,42.35108891668893,-71.05638132922178
110,42.3504655303449,-71.05738672532462
111,42.35021943009272,-71.05681850599805
112,42.34989275375432,-71.0569851302272
113,42.352325884076336,-71.05753856718974
114,42.35140183146157,-71.05909372085166
115,42.35171547094833,-71.05884191751313
116,42.35198016069654,-71.05852319654132
117,42.35190207735869,-71.05840100654143
118,42.349386356301274,-71.0578107752193
119,42.349143166759404,-71.05821063334317
120,42.34895147386564,-71.05795718872871
121,42.349001303443615,-71.05740699488585
122,42.34876473993617,-71.05741496699476
123,42.348882917854255,-71.05703763458985
124,42.34928850609204,-71.0570023805853
125,42.3495931133502,-71.05670465468985
126,42.350712473613726,-71.05937611867363
127,42.35039991571895,-71.05949951993075
128,42.350861605602496,-71.05974760553819
129,42.34954967362804,-71.05890023065305
130,42.349205756670216,-71.05877120617869
131,42.34760442672143,-71.05762325437993
132,42.347241991014094,-71.05813431051743
133,42.34760432132332,-71.0579348144809
134,42.348818299055054,-71.06158684613908
135,42.34884466613603,-71.0614681460484
136,42.349233541362025,-71.06142005698382
137,42.349408122968825,-71.0613500963898
138,42.348591940189536,-71.06098108248969
139,42.34848078253672,-71.0610267408521
